hidden_size,num_hidden_layers,lr,batch_norm,activation,loss function,dropout,validation_loss,validation_accuracy,test_loss,test_accuracy,percison,recall,f1_score,batch_size
64,2,0.1,True,sigmoid,CrossEntropyLoss,0.1,0.007146423275923309,0.8003913894324853,0.007024522781431791,0.8029306781889912,0.7827203736135435,0.8390488110137672,0.8099063726970703,64
64,2,0.1,False,sigmoid,CrossEntropyLoss,0.1,0.021701219100541565,0.5085714285714286,0.021720639775769653,0.4996555826914647,0.0,0.0,,32
64,2,0.1,False,sigmoid,CrossEntropyLoss,0.1,0.00755678442826243,0.7942857142857143,0.007430431386540459,0.802492328887219,0.7805104408352668,0.8420525657071339,0.8101143889223359,64
64,3,0.01,True,relu,CrossEntropyLoss,0.1,0.013055401372116372,0.8199608610567515,0.012631512512559919,0.8296699855970944,0.7921933909957862,0.8941176470588236,0.8400752587017875,32
64,3,0.01,True,relu,CrossEntropyLoss,0.1,0.006307031347793609,0.8271624266144814,0.006176764030135247,0.8379986223307658,0.8016076811432399,0.8986232790988736,0.8473476131468697,64
64,3,0.01,False,relu,CrossEntropyLoss,0.1,0.01351897588797978,0.8127592954990215,0.013142785180248803,0.8243471726470035,0.8372577078183947,0.8055068836045056,0.8210754608662371,32
64,3,0.01,False,relu,CrossEntropyLoss,0.1,0.006382653601248903,0.8178473581213307,0.006214152211850016,0.8284175590206024,0.8306878306878307,0.8252816020025031,0.8279758915118032,64
64,3,0.01,True,sigmoid,CrossEntropyLoss,0.1,0.013729981423124175,0.8098630136986301,0.01339322904962224,0.8188991170392635,0.7684853591742153,0.9131414267834793,0.8345916266300619,32
64,3,0.01,True,sigmoid,CrossEntropyLoss,0.1,0.006430477711085937,0.8216046966731898,0.00630079041374477,0.8272903751017596,0.8239227340267459,0.83279098873592,0.8283331258558446,64
64,3,0.01,False,sigmoid,CrossEntropyLoss,0.1,0.01376232672227572,0.8000782778864971,0.013381154467197476,0.8072515498778884,0.7474808544941556,0.9284105131414268,0.828179077816233,32
64,3,0.01,False,sigmoid,CrossEntropyLoss,0.1,0.006650478123685385,0.8104892367906067,0.0065243198858324775,0.8180224184357192,0.8450054288816504,0.7792240300375469,0.8107826539914051,64
64,3,0.1,True,relu,CrossEntropyLoss,0.1,0.01523653213291952,0.7762035225048923,0.015089048014025152,0.7820151543615755,0.8611244593945219,0.6728410513141426,0.7554275275767581,32
64,3,0.1,True,relu,CrossEntropyLoss,0.1,0.008526997134643525,0.7553816046966731,0.008538603592295184,0.7555263322687708,0.8689057421451788,0.602252816020025,0.7114133648728563,64
64,3,0.1,False,relu,CrossEntropyLoss,0.1,0.021704171856322167,0.5085714285714286,0.021727984912618382,0.4996555826914647,0.0,0.0,,32
64,3,0.1,False,relu,CrossEntropyLoss,0.1,0.010896572394846937,0.49142857142857144,0.01087976045469372,0.5003444173085353,0.5003444173085353,1.0,0.6669727451062231,64
64,3,0.1,True,sigmoid,CrossEntropyLoss,0.1,0.020043373387853693,0.5346379647749511,0.020198216040929157,0.5304026551443421,0.8552821997105644,0.07396745932415519,0.13615942863725378,32
64,3,0.1,True,sigmoid,CrossEntropyLoss,0.1,0.00884071145738874,0.7387084148727985,0.008781133507120564,0.7455695409856598,0.6777405630487915,0.9370463078848561,0.7865735147344646,64
64,3,0.1,False,sigmoid,CrossEntropyLoss,0.1,0.025713116338808243,0.49142857142857144,0.025391879817928724,0.5003444173085353,0.5003444173085353,1.0,0.6669727451062231,32
64,3,0.1,False,sigmoid,CrossEntropyLoss,0.1,0.01085323701399413,0.5085714285714286,0.01086612482376691,0.4996555826914647,0.0,0.0,,64
64,4,0.01,True,relu,CrossEntropyLoss,0.1,0.012628602013429318,0.8251272015655577,0.012331421671151682,0.8333646439977457,0.8242667640258001,0.8476846057571965,0.8358116863083852,32
64,4,0.01,True,relu,CrossEntropyLoss,0.1,0.006410314381239232,0.8231702544031311,0.006233104104740124,0.8343039639301146,0.8117852975495916,0.8707133917396745,0.8402173913043478,64
64,4,0.01,False,relu,CrossEntropyLoss,0.1,0.013253548201282897,0.8112720156555773,0.01303186432358557,0.8172083411609994,0.7724293542494897,0.8997496871088861,0.831242411978956,32
64,4,0.01,False,relu,CrossEntropyLoss,0.1,0.006448903785992975,0.8173776908023483,0.006321307262620956,0.8249733859352495,0.8054804186757615,0.8571964956195244,0.8305341660098223,64
64,4,0.01,True,sigmoid,CrossEntropyLoss,0.1,0.01312681777603239,0.8168297455968689,0.012815649774513648,0.8264762978270399,0.807905604719764,0.8569461827284105,0.8317036137260856,32
64,4,0.01,True,sigmoid,CrossEntropyLoss,0.1,0.0063933489513957106,0.8231702544031311,0.006248921350020712,0.830045713570042,0.8293383270911361,0.8314142678347934,0.8303750000000001,64
64,4,0.01,False,sigmoid,CrossEntropyLoss,0.1,0.012848235374560795,0.8171428571428572,0.012570667018353047,0.826601540484689,0.8152397053495954,0.8449311639549437,0.8298199250199741,32
64,4,0.01,False,sigmoid,CrossEntropyLoss,0.1,0.010849351141084197,0.5085714285714286,0.010854237360604622,0.4996555826914647,0.0,0.0,,64
64,4,0.1,True,relu,CrossEntropyLoss,0.1,0.01666729408467586,0.7996868884540117,0.01656472491287873,0.8071889285490638,0.8082862523540489,0.8057571964956195,0.8070197430272642,32
64,4,0.1,True,relu,CrossEntropyLoss,0.1,0.007595957174693069,0.7944422700587084,0.007489693389523267,0.7994238837748137,0.7735115986744372,0.8471839799749687,0.8086733170061526,64
64,4,0.1,False,relu,CrossEntropyLoss,0.1,0.02170684173382425,0.49142857142857144,0.021702925834474213,0.5003444173085353,0.5003444173085353,1.0,0.6669727451062231,32
64,4,0.1,False,relu,CrossEntropyLoss,0.1,0.010850593922422823,0.5085714285714286,0.01085865112766087,0.4996555826914647,0.0,0.0,,64
64,4,0.1,True,sigmoid,CrossEntropyLoss,0.1,0.017069713273860237,0.7887279843444227,0.017021835501636377,0.7889035005322813,0.7483066336953016,0.8710888610763454,0.8050430859984963,32
64,4,0.1,True,sigmoid,CrossEntropyLoss,0.1,0.007638495686936052,0.7961643835616439,0.007487911039321721,0.8039952407790093,0.7860842947963268,0.8356695869837296,0.8101189031788399,64
64,4,0.1,False,sigmoid,CrossEntropyLoss,0.1,0.021734135276884014,0.49142857142857144,0.021714630251022157,0.5003444173085353,0.5003444173085353,1.0,0.6669727451062231,32
64,4,0.1,False,sigmoid,CrossEntropyLoss,0.1,0.010870675975329255,0.49142857142857144,0.010860864016816988,0.5003444173085353,0.5003444173085353,1.0,0.6669727451062231,64
